Event Number,Call Received,Complaint Number,Shift,Tencode,Tencode Description,Tencode Suffix,Tencode Suffix Description,Disposition Code,Disposition Description,Block,Street Name,Unit Dispatched,Sector,Zone,RPA,Latitude,Longitude,Mapped Location
PD202000360284,05/04/2020 12:13:57 PM,,,45,,P,PROGRESS,14,,,,8T81,MT,833,7111,,,
PD202000360285,05/04/2020 12:14:02 PM,,,43,,PM,,4,,,,217A,E,225K,1807,,,
PD202000360286,05/04/2020 12:14:56 PM,,,3,,,,4,,,,627A,PCW,,,,,
PD202000360287,05/04/2020 12:15:04 PM,,,70,,A,ALARM,12,,600,OLD HICKORY BLVD,833A,325,833,8621,36.04,-86.761,POINT (-86.761 36.04)
PD202000360288,05/04/2020 12:15:18 PM,,,93,,,,3T,,,,5123,E,217,1503,,,
PD202000360289,05/04/2020 12:15:32 PM,,,43,,PM,,4,,,,221A,E,221,1859,,,
PD202000360290,05/04/2020 12:16:40 PM,20200316735,,50,,TV,,1,,,,125B,,,,,,
PD202000360291,05/04/2020 12:17:00 PM,,,44,,P,PROGRESS,14,,,,223A,ECC,211,1019,,,
PD202000360292,05/04/2020 12:17:01 PM,,,96,,,,3,,2200,GALLATIN PKE N,7F63,M,727,1737,,,
PD202000360293,05/04/2020 12:17:03 PM,,,43,,P,PROGRESS,15,,,,2911,C,413Q,,,,
PD202000360294,05/04/2020 12:17:09 PM,,,44,,P,PROGRESS,6,,,,221A,E,217K,1441,,,
PD202000360295,05/04/2020 12:17:32 PM,,,93,,,,9T,,,,5120,M,723,1590,,,
PD202000360296,05/04/2020 12:17:33 PM,,,96,,,,12,,0,FANT INDUSTRIAL DR,7F62,M,715,1715,,,
PD202000360299,05/04/2020 12:18:02 PM,,,93,,,,3T,,,,5121,H,515N,92860,,,
PD202000360301,05/04/2020 12:19:05 PM,,,44,,R,REPORT,5,,,,EAPR,E,213K,1239,,,
PD202000360302,05/04/2020 12:19:27 PM,,,61,,P,PROGRESS,6,,5200,HICKORY HOLLOW PKWY,321A,335,325,8871,,,
PD202000360303,05/04/2020 12:19:59 PM,,,44,,P,PROGRESS,6,,,,421A,C,411N,4157,,,
PD202000360304,05/04/2020 12:20:07 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,825A,MT,833,7101,,,
PD202000360305,05/04/2020 12:20:37 PM,20200316303,,43,,RT,,1,,,,TE17,ECC,535,8931,,,
PD202000360306,05/04/2020 12:20:43 PM,20200316388,,44,,R,REPORT,1,,,,411A,,,,,,
PD202000360307,05/04/2020 12:21:08 PM,,,43,,P,PROGRESS,11,,,,,MT,833,8615,,,
PD202000360309,05/04/2020 12:21:59 PM,,,43,,P,PROGRESS,15,,,,2912,MT,821P,8005,,,
PD202000360310,05/04/2020 12:22:07 PM,,,43,,P,PROGRESS,4,,,,8M74,MT,823,,,,
PD202000360311,05/04/2020 12:23:32 PM,,,93,,,,6T,,,,5192,E,225K,15921,,,
PD202000360312,05/04/2020 12:23:38 PM,,,43,,PM,,11,,,,,MT,833N,8619,,,
PD202000360313,05/04/2020 12:24:03 PM,,,43,,P,PROGRESS,4,,2400,ELM HILL PKE,513A,,,,,,
PD202000360315,05/04/2020 12:24:30 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,W,117,6121,,,
PD202000360316,05/04/2020 12:24:53 PM,,,96,,,,12,,,,512A,H,517K,9113,,,
PD202000360317,05/04/2020 12:25:01 PM,,,43,,P,PROGRESS,11,,,,,E,223N,1831,,,
PD202000360318,05/04/2020 12:25:14 PM,,,45,,P,PROGRESS,11,,,,,H,517N,94022,,,
PD202000360320,05/04/2020 12:25:52 PM,,,44,,P,PROGRESS,5S,,1100,BELL RD,321A,335,325,8721,,,
PD202000360325,05/04/2020 12:28:33 PM,,,43,,PV,,4,,,,331A,S,333N,8865,,,
PD202000360326,05/04/2020 12:28:45 PM,,,43,,P,PROGRESS,4,,,,1E16,N,615K,5419,,,
PD202000360329,05/04/2020 12:28:51 PM,,,87,,P,PROGRESS,4,,,,303,S,331,8757,,,
PD202000360330,05/04/2020 12:29:03 PM,,,45,,P,PROGRESS,1T,,,CENTRAL PKE,5M77,,521,9503,,,
PD202000360331,05/04/2020 12:29:20 PM,,,15,,P,PROGRESS,15,,,,5192,H,531,8821,,,
PD202000360332,05/04/2020 12:29:31 PM,,,44,,P,PROGRESS,6,,,,813A,MT,815N,5825,,,
PD202000360333,05/04/2020 12:29:49 PM,,,70,,A,ALARM,12,,,,821A,MT,821,,,,
PD202000360334,05/04/2020 12:31:37 PM,,,96,,,,4,,,,4B45,C,413N,1101,,,
PD202000360335,05/04/2020 12:31:50 PM,,,93,,,,3T,,,,5124,M,723,1590,,,
PD202000360336,05/04/2020 12:32:25 PM,,,43,,PM,,11,,200,HEARTHSTONE MANOR LN,,,,,,,
PD202000360337,05/04/2020 12:32:27 PM,,,87,,P,PROGRESS,4,,,,5F65,H,525,9605,,,
PD202000360338,05/04/2020 12:33:01 PM,,,93,,,,3M,,,,5121,H,515N,92860,,,
PD202000360339,05/04/2020 12:33:36 PM,20200316316,,44,,P,PROGRESS,6,,,HANKINS ST,714A,M,715,1703,36.263,-86.7,POINT (-86.7 36.263)
PD202000360340,05/04/2020 12:34:03 PM,,,93,,,,9T,,,,5120,M,723,15900,,,
PD202000360341,05/04/2020 12:34:34 PM,,,59,,P,PROGRESS,6,,,,421A,C,415,4137,,,
PD202000360342,05/04/2020 12:34:39 PM,,,43,,PM,,5,,,OLD HICKORY BLVD,5F64,,523,9557,36.168,-86.779,POINT (-86.779 36.168)
PD202000360343,05/04/2020 12:36:00 PM,,,15,,P,PROGRESS,15,,,,2E11,E,211N,1013,,,
PD202000360344,05/04/2020 12:36:27 PM,,,15,,P,PROGRESS,15,,,,2E11,E,211N,1021,,,
PD202000360345,05/04/2020 12:36:48 PM,,,43,,P,PROGRESS,1S,,,,423A,C,425,,,,
PD202000360346,05/04/2020 12:36:58 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,825A,MT,833,7103,,,
PD202000360347,05/04/2020 12:37:09 PM,,,87,,P,PROGRESS,4,,,MM 18 4 BRILEY W,TDOT,N,627,3202,36.237,-86.79,POINT (-86.79 36.237)
PD202000360348,05/04/2020 12:37:22 PM,,,43,,P,PROGRESS,11,,4600,WOODVIEW CIR,,525,525,9725,,,
PD202000360350,05/04/2020 12:38:32 PM,,,87,,L,,11,,,OLD HICKORY BLVD,,,833,8621,36.04,-86.744,POINT (-86.744 36.04)
PD202000360351,05/04/2020 12:38:43 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,825A,MT,833,7103,,,
PD202000360352,05/04/2020 12:38:45 PM,,,15,,P,PROGRESS,15,,,,5535,N,617,4327,,,
PD202000360353,05/04/2020 12:38:57 PM,,,96,,,,15,,500,DONELSON PKE,515A,,331Y,0,36.142,-86.666,POINT (-86.666 36.142)
PD202000360354,05/04/2020 12:39:32 PM,,,45,,P,PROGRESS,11,,4400,HARDING PKE,115A,,117W,0,36.125,-86.847,POINT (-86.847 36.125)
PD202000360355,05/04/2020 12:39:39 PM,,,43,,P,PROGRESS,4,,,,,MT,811,6617,,,
PD202000360356,05/04/2020 12:39:43 PM,,,87,,L,,11,,,,,MT,835,8655,,,
PD202000360357,05/04/2020 12:39:52 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,535A,H,517,9409,,,
PD202000360359,05/04/2020 12:40:27 PM,,,93,,,,3T,,,,5123,E,217,1503,,,
PD202000360360,05/04/2020 12:41:39 PM,20200316347,,50,,TV,,1,,,,425A,,,,,,
PD202000360361,05/04/2020 12:41:44 PM,20200316366,,44,,R,REPORT,1,,,,TE17,,,,,,
PD202000360362,05/04/2020 12:41:55 PM,,,43,,P,PROGRESS,9,,5100,OLD HICKORY BLVD,55S19,521,521,9507,36.192,-86.616,POINT (-86.616 36.192)
PD202000360363,05/04/2020 12:42:19 PM,20200316351,,43,,P,PROGRESS,4,,5500,CHARLOTTE PKE,111A,,132Y,0,36.151,-86.854,POINT (-86.854 36.151)
PD202000360364,05/04/2020 12:42:35 PM,,,70,,A,ALARM,13,,,,5F64,H,515,9317,,,
PD202000360365,05/04/2020 12:42:43 PM,,,43,,P,PROGRESS,4,,,,117A,W,121,5013,,,
PD202000360366,05/04/2020 12:43:11 PM,,,43,,PM,,11,,2200,GALLATIN PKE N,712A,M,727,1737,,,
PD202000360367,05/04/2020 12:43:13 PM,,,93,,,,9T,,,,5120,M,723,20022,,,
PD202000360368,05/04/2020 12:43:19 PM,,,96,,,,12,,,,4B42,C,411N,4127,,,
PD202000360370,05/04/2020 12:44:14 PM,,,96,,,,4,,,,4B42,C,423N,4021,,,
PD202000360371,05/04/2020 12:44:27 PM,,,87,,P,PROGRESS,4,,,,824A,MT,815,6501,,,
PD202000360372,05/04/2020 12:44:59 PM,,,44,,P,PROGRESS,6,,,,813A,TE,813N,5601,,,
PD202000360373,05/04/2020 12:45:18 PM,,,43,,P,PROGRESS,5,,1600,MURFREESBORO PKE,323A,,323Z,0,36.105,-86.671,POINT (-86.671 36.105)
PD202000360374,05/04/2020 12:45:47 PM,20200316495,,50,,RT,,1,,,,TE10,,,,,,
PD202000360376,05/04/2020 12:46:41 PM,20200316628,,70,,P,PROGRESS,6,,,,211B,E,223N,1891,,,
PD202000360378,05/04/2020 12:47:17 PM,,,96,,,,12,,3600,BELL RD,533A,,324Y,0,36.151,-86.625,POINT (-86.625 36.151)
PD202000360379,05/04/2020 12:47:21 PM,,,75,,R,REPORT,4,,1700,12TH AV N,616A,,412Y,0,36.179,-86.805,POINT (-86.805 36.179)
PD202000360380,05/04/2020 12:47:22 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,S,321K,8703,,,
PD202000360381,05/04/2020 12:47:37 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,MT,833K,7109,,,
PD202000360382,05/04/2020 12:48:47 PM,,,44,,P,PROGRESS,8,,,,835A,MT,835,8657,,,
PD202000360383,05/04/2020 12:48:50 PM,20200316401,,71,,R,REPORT,1C,,,,515A,,,,,,
PD202000360384,05/04/2020 12:49:29 PM,,,3,,,,11,,,,1E13,C,411K,4221,,,
PD202000360385,05/04/2020 12:49:30 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,3700,HOGGETT FORD RD,5F64,521,521,9503,36.172,-86.634,POINT (-86.634 36.172)
PD202000360386,05/04/2020 12:49:53 PM,,,93,,,,3T,,,,5124,E,225,1592,,,
PD202000360387,05/04/2020 12:50:23 PM,,,15,,P,PROGRESS,15,,,,220A,E,225N,1837,,,
PD202000360388,05/04/2020 12:50:32 PM,,,15,,P,PROGRESS,15,,,,5533,W,111,4531,,,
PD202000360389,05/04/2020 12:51:24 PM,,,45,,P,PROGRESS,1,,,,535A,S,315,8801,,,
PD202000360390,05/04/2020 12:51:31 PM,,,44,,P,PROGRESS,5,,3200,CLARKSVILLE PKE,615A,,231V,0,36.194,-86.833,POINT (-86.833 36.194)
PD202000360391,05/04/2020 12:53:14 PM,,,15,,P,PROGRESS,15,,,,2F75,E,211N,1023,,,
PD202000360393,05/04/2020 12:54:33 PM,,,43,,PM,,10,,400,2ND AV N,410A,,,,,,
PD202000360394,05/04/2020 12:55:07 PM,20200316360,,50,,PV,,1,,100,SHELBY ST,525A,525,525,9701,36.274,-86.671,POINT (-86.671 36.274)
PD202000360395,05/04/2020 12:55:33 PM,20200316518,,43,,RT,,1,,2500,DICKERSON PKE,TE10,,217V,0,36.211,-86.766,POINT (-86.766 36.211)
PD202000360396,05/04/2020 12:55:37 PM,,,96,,,,12,,5500,OLD HICKORY BLVD,532A,523,523,9557,,,
PD202000360397,05/04/2020 12:55:45 PM,,,45,,P,PROGRESS,1T,,,,5163,H,525,9607,,,
PD202000360398,05/04/2020 12:56:08 PM,,,87,,P,PROGRESS,11,,,,,S,335,8997,,,
PD202000360399,05/04/2020 12:57:34 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,113A,W,123,4707,,,
PD202000360400,05/04/2020 12:57:49 PM,,,15,,P,PROGRESS,15,,,,2E14,CW,211Q,1017,,,
PD202000360401,05/04/2020 12:57:54 PM,,,15,,P,PROGRESS,15,,,,5F76,H,511,8201,,,
PD202000360402,05/04/2020 12:58:09 PM,,,46,,P,PROGRESS,6,,,,210A,E,223,1829,,,
PD202000360403,05/04/2020 12:58:19 PM,,,93,,,,3M,,,,5120,E,225K,15920,,,
PD202000360405,05/04/2020 01:00:00 PM,,,43,,RT,,10,,,,TE23,W,125N,,,,
PD202000360406,05/04/2020 01:00:12 PM,,,96,,,,15,,,,833A,MT,833,8621,,,
PD202000360407,05/04/2020 01:00:24 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,6,,,,113A,W,113,5135,,,
PD202000360408,05/04/2020 01:01:04 PM,,,96,,,,12,,,,4B42,C,413N,4233,,,
PD202000360409,05/04/2020 01:01:42 PM,,,96,,,,12,,,,55S62,H,515N,9319,,,
PD202000360410,05/04/2020 01:01:43 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,S,335,8967,,,
PD202000360411,05/04/2020 01:02:17 PM,,,40,,R,REPORT,4,,,,331A,S,335,8907,,,
PD202000360412,05/04/2020 01:02:36 PM,,,87,,P,PROGRESS,11,,,,535A,H,533N,8941,,,
PD202000360413,05/04/2020 01:03:11 PM,,,15,,P,PROGRESS,15,,,,2F71,E,211,1021,,,
PD202000360414,05/04/2020 01:04:11 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,521A,H,517,9413,,,
PD202000360415,05/04/2020 01:04:23 PM,,,15,,P,PROGRESS,15,,,,2F74,E,211N,1021,,,
PD202000360416,05/04/2020 01:04:43 PM,,,71,,A,ALARM,11,,900,RICHARDS RD,331A,335,325,8855,,,
PD202000360417,05/04/2020 01:05:16 PM,,,96,,,,12,,,,4B40,C,423K,4077,,,
PD202000360418,05/04/2020 01:05:18 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,1000,HICKORY HILL LN,522A,Hermit,521,9601,36.188,-86.63,POINT (-86.63 36.188)
PD202000360419,05/04/2020 01:05:27 PM,,,87,,P,PROGRESS,4,,,,833A,MT,835K,8653,,,
PD202000360420,05/04/2020 01:06:11 PM,,,50,,RT,,4,,2000,25TH AV N,TE23,,125Z,0,36.183,-86.818,POINT (-86.818 36.183)
PD202000360422,05/04/2020 01:07:32 PM,,,44,,P,PROGRESS,11,,5700,OLD HICKORY BLVD,532A,HERMIT,523,9557,36.173,-86.602,POINT (-86.602 36.173)
PD202000360424,05/04/2020 01:08:57 PM,,,96,,,,12,,,,7F65,M,725N,,,,
PD202000360426,05/04/2020 01:09:32 PM,,,93,,,,3T,,,,5192,H,515,92901,,,
PD202000360428,05/04/2020 01:10:26 PM,,,96,,,,12,,,,4B40,C,423K,4077,,,
PD202000360429,05/04/2020 01:10:50 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,100,SETTLEMENT CT,,325,833,8623,36.03,-86.754,POINT (-86.754 36.03)
PD202000360431,05/04/2020 01:11:51 PM,,,43,,P,PROGRESS,4,,,,217A,E,217,,,,
PD202000360434,05/04/2020 01:12:56 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,2100,ELM HILL PKE,512A,,,,,,
PD202000360436,05/04/2020 01:13:34 PM,,,96,,,,12,,,,821A,MT,821K,6911,,,
PD202000360438,05/04/2020 01:13:56 PM,,,43,,P,PROGRESS,4,,2600,SMITH SPRINGS RD,535A,,,,,,
PD202000360437,05/04/2020 01:13:56 PM,,,88,,PW,,5,,,,511A,H,511N,8209,,,
PD202000360439,05/04/2020 01:14:25 PM,,,93,,,,3T,,,,5124,M,723,1590,,,
PD202000360440,05/04/2020 01:15:02 PM,,,93,,,,3T,,,,5123,E,217,1503,,,
PD202000360441,05/04/2020 01:15:56 PM,,,93,,,,3,,,,5191,H,515,92901,,,
PD202000360442,05/04/2020 01:16:37 PM,,,93,,,,9T,,,,3913,W,123,5009,,,
PD202000360443,05/04/2020 01:16:40 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,533A,H,533N,8941,,,
PD202000360444,05/04/2020 01:16:48 PM,,,43,,P,PROGRESS,15,,,,5F72,H,511,8201,,,
PD202000360445,05/04/2020 01:17:09 PM,,,43,,P,PROGRESS,4,,,,5F75,H,511N,,,,
PD202000360447,05/04/2020 01:19:56 PM,,,43,,P,PROGRESS,15,,,,725A,M,721K,2015,,,
PD202000360448,05/04/2020 01:19:58 PM,,,43,,P,PROGRESS,12,,0,FANT INDUSTRIAL DR,7F66,M,715,1715,36.281,-86.692,POINT (-86.692 36.281)
PD202000360449,05/04/2020 01:20:26 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,W,125,4801,,,
PD202000360451,05/04/2020 01:21:29 PM,,,43,,P,PROGRESS,9T,,,,220A,E,221,1903,,,
PD202000360452,05/04/2020 01:21:39 PM,,,43,,P,PROGRESS,5,,,,212A,E,211,1123,,,
PD202000360453,05/04/2020 01:21:53 PM,,,15,,P,PROGRESS,15,,,,2F71,E,211,1021,,,
PD202000360454,05/04/2020 01:22:06 PM,,,96,,,,12,,1900,GALLATIN PKE N,7F63,M,727,1731,,,
PD202000360455,05/04/2020 01:22:08 PM,,,96,,,,12,,0,FANT INDUSTRIAL DR,7F62,M,715,1715,36.281,-86.692,POINT (-86.692 36.281)
PD202000360456,05/04/2020 01:22:22 PM,,,45,,P,PROGRESS,6,,,,3T73,S,313,8315,,,
PD202000360457,05/04/2020 01:22:36 PM,,,45,,P,PROGRESS,8,,2100,GALLATIN PKE N,727A,M,727,1731,,,
PD202000360458,05/04/2020 01:23:29 PM,,,45,,P,PROGRESS,8,,,,532A,H,535,8965,,,
PD202000360459,05/04/2020 01:23:51 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,5F64,H,515,9211,,,
PD202000360461,05/04/2020 01:24:14 PM,,,43,,P,PROGRESS,4,,,,712A,M,713N,1613,,,
PD202000360460,05/04/2020 01:24:14 PM,,,44,,P,PROGRESS,5,,,,123A,W,125,4817,,,
PD202000360462,05/04/2020 01:24:23 PM,,,44,,P,PROGRESS,9,,1100,BELL RD,333A,335,325,8721,,,
PD202000360464,05/04/2020 01:24:26 PM,,,87,,P,PROGRESS,4,,,,823A,MT,823K,6515,,,
PD202000360466,05/04/2020 01:25:29 PM,,,75,,PJ,,6,,,,510A,H,523,9551,,,
PD202000360467,05/04/2020 01:25:37 PM,,,96,,,,12,,,,4B40,C,425,4051,,,
PD202000360468,05/04/2020 01:25:41 PM,,,93,,,,3,,,,5191,H,515,92901,,,
PD202000360469,05/04/2020 01:26:30 PM,20200316523,,50,,RT,,1,,,,TE23,C,425N,4053,,,
PD202000360470,05/04/2020 01:27:18 PM,,,70,,R,REPORT,4,,,,215A,E,215,1367,,,
PD202000360472,05/04/2020 01:27:58 PM,,,43,,P,PROGRESS,4,,,SMITH SPRINGS RD,535A,,,,,,
PD202000360471,05/04/2020 01:27:58 PM,,,93,,,,9T,,,,835A,S,317,8445,,,
PD202000360473,05/04/2020 01:28:18 PM,,,96,,,,15,,,,413A,C,423N,4009,,,
PD202000360474,05/04/2020 01:29:02 PM,,,15,,P,PROGRESS,15,,,,5535,E,211,1109,,,
PD202000360475,05/04/2020 01:29:22 PM,,,87,,P,PROGRESS,5,,,,125A,W,123,4709,,,
PD202000360476,05/04/2020 01:30:03 PM,,,93,,,,9T,,,,5120,E,217N,1596,,,
PD202000360477,05/04/2020 01:30:15 PM,,,96,,,,12,,,,3E41,S,323N,8853,,,
PD202000360478,05/04/2020 01:30:19 PM,,,15,,P,PROGRESS,15,,,,2932,MT,813P,5623,,,
PD202000360479,05/04/2020 01:30:33 PM,,,87,,P,PROGRESS,6,,,,833A,MT,833N,8611,,,
PD202000360480,05/04/2020 01:30:42 PM,,,15,,P,PROGRESS,15,,,,2F74,E,211N,1021,,,
PD202000360481,05/04/2020 01:31:08 PM,,,75,,RC,,1,,100,OLD HICKORY BLVD,124B,,137X,0,36.075,-86.921,POINT (-86.921 36.075)
PD202000360482,05/04/2020 01:31:15 PM,,,93,,,,3M,,,,5192,H,515,9209,,,
PD202000360483,05/04/2020 01:31:37 PM,,,43,,P,PROGRESS,4,,,,825A,MT,823,6927,,,
PD202000360485,05/04/2020 01:32:10 PM,,,3,,,,4,,600,MARRIOTT DR,3F71,,331W,0,36.145,-86.69,POINT (-86.69 36.145)
PD202000360486,05/04/2020 01:32:24 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,8400,GULLETT DR,5F64,,,,,,
PD202000360487,05/04/2020 01:32:49 PM,,,43,,P,PROGRESS,15,,,,5F72,H,511,8201,,,
PD202000360488,05/04/2020 01:33:00 PM,,,87,,P,PROGRESS,11,,,,1M71,W,121,5007,,,
PD202000360489,05/04/2020 01:33:12 PM,20200316449,,43,,P,PROGRESS,10,,,,110A,,,,,,
PD202000360490,05/04/2020 01:34:01 PM,,,93,,,,3R,,,,5122,M,721K,2012,,,
PD202000360491,05/04/2020 01:34:27 PM,,,43,,P,PROGRESS,15,,,,2913,W,117Q,6213,,,
PD202000360492,05/04/2020 01:34:53 PM,,,93,,,,3T,,,,5124,E,225K,1588,,,
PD202000360493,05/04/2020 01:35:03 PM,,,70,,A,ALARM,12,,,,533A,ECC,533,8955,,,
PD202000360494,05/04/2020 01:35:16 PM,,,93,,,,3,,,,5191,H,515,92901,,,
PD202000360495,05/04/2020 01:35:52 PM,,,93,,,,3T,,,,5123,M,723,1590,,,
PD202000360496,05/04/2020 01:35:56 PM,20200316455,,71,,P,PROGRESS,6,,,,7F64,,,,,,
PD202000360497,05/04/2020 01:37:05 PM,,,87,,T,TRAFFIC/DIRECTED TRAFFIC,11,,2200,OAK BARREL LN,320C,,325,8891,36.079,-86.656,POINT (-86.656 36.079)
PD202000360499,05/04/2020 01:38:02 PM,,,70,,A,ALARM,12,,,,331A,S,331,,,,
PD202000360500,05/04/2020 01:38:04 PM,,,49,,P,PROGRESS,9,,,,616B,N,615N,5311,,,
PD202000360503,05/04/2020 01:40:13 PM,,,96,,,,4,,,,811A,MT,811N,6629,,,
PD202000360504,05/04/2020 01:40:18 PM,,,43,,P,PROGRESS,15,,1300,GALLATIN PKE N,7F64,M,715,1717,,,
PD202000360505,05/04/2020 01:41:31 PM,,,44,,P,PROGRESS,5,,,,313A,S,313N,8425,,,
PD202000360507,05/04/2020 01:42:24 PM,,,43,,PM,,6,,,,725A,ECC,725K,2105,,,
PD202000360508,05/04/2020 01:42:46 PM,,,43,,P,PROGRESS,4,,,,423A,C,421,4083,,,
PD202000360509,05/04/2020 01:43:10 PM,,,44,,P,PROGRESS,4,,1600,16TH AV N,613B,,412Y,0,36.175,-86.806,POINT (-86.806 36.175)
PD202000360510,05/04/2020 01:43:21 PM,,,43,,P,PROGRESS,15,,,,2913,W,125K,4811,,,
PD202000360511,05/04/2020 01:43:45 PM,,,87,,P,PROGRESS,4,,2300,ST LOUIS ST,1T74,,124Z,0,36.181,-86.815,POINT (-86.815 36.181)
PD202000360512,05/04/2020 01:44:42 PM,,,44,,P,PROGRESS,6,,,,613A,N,615N,5401,,,
PD202000360513,05/04/2020 01:45:05 PM,,,15,,P,PROGRESS,15,,,,2E16,E,213K,1205,,,
PD202000360514,05/04/2020 01:45:20 PM,,,87,,T,TRAFFIC/DIRECTED TRAFFIC,11,,1000,HICKORY HILL LN,,Hermit,521,9601,36.188,-86.629,POINT (-86.629 36.188)
PD202000360515,05/04/2020 01:45:38 PM,,,87,,L,,11,,,LEBANON PKE,,,525,9727,,,
PD202000360516,05/04/2020 01:45:50 PM,,,70,,A,ALARM,4,,,,3E41,S,321,,,,
PD202000360517,05/04/2020 01:46:41 PM,,,43,,P,PROGRESS,1,,400,MYATT DR,718B9,M,715,1715,,,
PD202000360518,05/04/2020 01:46:50 PM,,,43,,P,PROGRESS,4,,3200,BELL RD,535A,,,,,,
PD202000360519,05/04/2020 01:46:55 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,6,,,,316B,S,313,8357,,,
PD202000360520,05/04/2020 01:46:56 PM,,,93,,,,3R,,,,5122,M,721N,2031,,,
PD202000360521,05/04/2020 01:47:17 PM,20200316525,,50,,RT,,1,,,,TE23,,,,,,
PD202000360522,05/04/2020 01:47:57 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,S,313,8357,,,
PD202000360523,05/04/2020 01:48:15 PM,,,43,,P,PROGRESS,4,,,,8E83,MT,833,8621,,,
PD202000360524,05/04/2020 01:48:45 PM,,,92,,P,PROGRESS,12,,,,2911,MT,821K,8019,,,
PD202000360525,05/04/2020 01:49:20 PM,20200316530,,44,,P,PROGRESS,11,,,,314B,S,331K,8717,,,
PD202000360526,05/04/2020 01:49:48 PM,,,88,,P,PROGRESS,11,,2300,ELM HILL PKE,,,,,,,
PD202000360529,05/04/2020 01:50:19 PM,,,43,,R,REPORT,1,,,,4810,E,227N,1853,,,
PD202000360530,05/04/2020 01:50:25 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,110B1,W,113N,5213,,,
PD202000360531,05/04/2020 01:51:30 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,S,321,8709,,,
PD202000360532,05/04/2020 01:51:43 PM,,,15,,P,PROGRESS,15,,,,5533,E,221,1971,,,
PD202000360533,05/04/2020 01:51:57 PM,,,43,,P,PROGRESS,4,,4800,FRANKLIN PKE,8E83,,118S,0,36.081,-86.773,POINT (-86.773 36.081)
PD202000360534,05/04/2020 01:52:04 PM,,,71,,A,ALARM,11,,,,,E,227N,1851,,,
PD202000360537,05/04/2020 01:53:25 PM,,,93,,,,3,,,,5191,E,217,1503,,,
PD202000360538,05/04/2020 01:53:41 PM,20200316491,,83,,P,PROGRESS,6,,,,303,,,,,,
PD202000360539,05/04/2020 01:55:13 PM,,,71,,A,ALARM,12A,,,,413A,C,413,,,,
PD202000360541,05/04/2020 01:55:28 PM,,,93,,,,3T,,,,5124,M,721N,,,,
PD202000360542,05/04/2020 01:55:51 PM,,,43,,P,PROGRESS,11,,,,823A,MT,825K,6405,,,
PD202000360543,05/04/2020 01:55:59 PM,,,43,,P,PROGRESS,5,,,,415B,C,413,4313,,,
PD202000360544,05/04/2020 01:56:02 PM,,,96,,,,12,,1000,,7F62,M,715,1715,36.279,-86.689,POINT (-86.689 36.279)
PD202000360546,05/04/2020 01:56:26 PM,,,43,,P,PROGRESS,4,,400,OLD HICKORY BLVD W,7F64,723,723,1743,,,
PD202000360547,05/04/2020 01:56:39 PM,20200316494,,50,,R,REPORT,1,,,,113A,W,115N,4635,,,
PD202000360548,05/04/2020 01:56:45 PM,,,43,,P,PROGRESS,4,,,,832B,MT,831,8501,,,
PD202000360549,05/04/2020 01:56:59 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,S,311,8137,,,
PD202000360552,05/04/2020 01:58:52 PM,,,87,,P,PROGRESS,11,,,,,S,333,8867,,,
PD202000360553,05/04/2020 01:59:06 PM,,,70,,A,ALARM,12,,100,HICKORY HOLLOW TER,3E41,,,,,,
PD202000360555,05/04/2020 01:59:37 PM,,,3,,,,4,,,,55S10,C,411,4203,,,
PD202000360557,05/04/2020 01:59:42 PM,,,93,,,,3T,,,,5123,E,217,1503,,,
PD202000360558,05/04/2020 01:59:55 PM,,,93,,,,3R,,,,5122,M,723,1590,,,
PD202000360559,05/04/2020 02:00:24 PM,,,96,,,,4,,,,811A,MT,811K,5525,,,
PD202000360560,05/04/2020 02:00:31 PM,,,93,,,,3T,,,,5192,H,515,92901,,,
PD202000360561,05/04/2020 02:00:58 PM,,,96,,,,12,,400,BROADMOOR DR,213A,,,,,,
