Event Number,Call Received,Complaint Number,Shift,Tencode,Tencode Description,Tencode Suffix,Tencode Suffix Description,Disposition Code,Disposition Description,Block,Street Name,Unit Dispatched,Sector,Zone,RPA,Latitude,Longitude,Mapped Location
PD202000177139,03/03/2020 07:03:47 PM,,,43,,A,ALARM,12A,,2100,CHANCE CT,554B,,523,9547,36.145,-86.59,POINT (-86.59 36.145)
PD202000177140,03/03/2020 07:04:21 PM,20200152548,,50,,R,REPORT,1C,,,,325B,,,,,,
PD202000177141,03/03/2020 07:05:16 PM,,,43,,P,PROGRESS,4,,,,611B,N,611K,4425,,,
PD202000177142,03/03/2020 07:05:19 PM,,,93,,,,9,,,,821B,MT,821H,81061,,,
PD202000177143,03/03/2020 07:05:28 PM,,,93,,,,9,,,,423B,C,423,,,,
PD202000177144,03/03/2020 07:05:37 PM,,,43,,P,PROGRESS,6,,,,212B,E,217,1437,,,
PD202000177147,03/03/2020 07:07:00 PM,,,46,,P,PROGRESS,1T,,,,620B,N,623N,3025,,,
PD202000177150,03/03/2020 07:07:17 PM,,,43,,P,PROGRESS,4,,,,616B,N,613N,4467,,,
PD202000177151,03/03/2020 07:07:27 PM,,,92,,P,PROGRESS,4,,,,543B,H,515,9207,,,
PD202000177152,03/03/2020 07:07:49 PM,,,43,,P,PROGRESS,4,,,,613B,N,613,4475,,,
PD202000177153,03/03/2020 07:07:50 PM,,,43,,P,PROGRESS,6,,,,211B,E,213K,1201,,,
PD202000177154,03/03/2020 07:08:15 PM,,,40,,TS,TERRY STOP,9S,,,,2F74,E,213,1125,,,
PD202000177155,03/03/2020 07:08:55 PM,,,43,,P,PROGRESS,4,,100,EAGAN CIR,712B,M,715,1705,36.263,-86.679,POINT (-86.679 36.263)
PD202000177157,03/03/2020 07:09:31 PM,,,40,,TS,TERRY STOP,9,,,,221B,E,221N,1913,,,
PD202000177158,03/03/2020 07:10:18 PM,,,83,,P,PROGRESS,11,,,,224B,M,713,1621,,,
PD202000177162,03/03/2020 07:11:09 PM,,,44,,R,REPORT,1,,,,VANDY,MT,815V,5809,,,
PD202000177163,03/03/2020 07:11:12 PM,,,43,,P,PROGRESS,4,,,,6F73,N,613,4471,,,
PD202000177164,03/03/2020 07:11:17 PM,,,43,,P,PROGRESS,6,,1200,CHEYENNE BLVD,716B,,225Z,0,36.253,-86.672,POINT (-86.672 36.253)
PD202000177165,03/03/2020 07:11:43 PM,,,40,,PV,,6,,200,FOREST PARK RD,712B,713,713,1627,,,
PD202000177167,03/03/2020 07:12:43 PM,,,70,,A,ALARM,13,,,,127B,W,125,4811,,,
PD202000177166,03/03/2020 07:12:43 PM,,,53,,A,ALARM,11,,,,426B,MT,813K,5629,,,
PD202000177168,03/03/2020 07:14:23 PM,,,40,,PJ,,4,,,,334B,S,331,8717,,,
PD202000177169,03/03/2020 07:14:28 PM,,,92,,P,PROGRESS,4,,,,2D65,E,213,1219,,,
PD202000177170,03/03/2020 07:15:05 PM,20200152677,,50,,P,PROGRESS,6C,,,,325B,,,,,,
PD202000177171,03/03/2020 07:15:12 PM,,,43,,R,REPORT,11,,,,,S,335,8967,,,
PD202000177172,03/03/2020 07:15:15 PM,20200152729,,44,,R,REPORT,1,,,,713B,,,,,,
PD202000177173,03/03/2020 07:15:58 PM,,,43,,P,PROGRESS,4,,,,2F72,E,213,1203,,,
PD202000177175,03/03/2020 07:16:46 PM,,,15,,P,PROGRESS,15,,,,423B,C,425K,4027,,,
PD202000177177,03/03/2020 07:18:23 PM,,,43,,P,PROGRESS,2W,,,,623B,N,621,3007,,,
PD202000177178,03/03/2020 07:18:48 PM,,,3,,,,4,,,,5530,E,227K,1997,,,
PD202000177179,03/03/2020 07:19:37 PM,,,92,,P,PROGRESS,4,,,,2D64,E,213,1129,,,
PD202000177181,03/03/2020 07:22:18 PM,,,93,,,,9T,,,,4F70,C,425,4047,,,
PD202000177182,03/03/2020 07:22:52 PM,,,96,,,,12,,,,426B,C,425K,4027,,,
PD202000177185,03/03/2020 07:23:23 PM,,,40,,TS,TERRY STOP,9S,,,,2F75,E,213,1203,,,
PD202000177186,03/03/2020 07:23:40 PM,,,92,,P,PROGRESS,15,,,OLD HICKORY BLVD,534B,,523,9557,,,
PD202000177189,03/03/2020 07:26:48 PM,,,88,,P,PROGRESS,11,,,,,W,125,4807,,,
PD202000177190,03/03/2020 07:26:59 PM,,,43,,P,PROGRESS,4,,7300,CHARLOTTE PKE,1C66,,136Y,0,36.118,-86.921,POINT (-86.921 36.118)
PD202000177192,03/03/2020 07:27:53 PM,,,44,,P,PROGRESS,9S,,,,217B,E,217K,1401,,,
PD202000177193,03/03/2020 07:28:10 PM,,,40,,PV,,4,,,,227B,E,227K,1999,,,
PD202000177194,03/03/2020 07:28:10 PM,,,15,,P,PROGRESS,15,,,,421B,C,421,4093,,,
PD202000177195,03/03/2020 07:28:27 PM,,,43,,P,PROGRESS,4C,,,,214B,E,215,1233,,,
PD202000177198,03/03/2020 07:29:34 PM,,,92,,P,PROGRESS,4,,,,821B,MT,823N,7014,,,
PD202000177200,03/03/2020 07:30:01 PM,,,45,,P,PROGRESS,6,,,,411B,C,415N,4101,,,
PD202000177201,03/03/2020 07:30:13 PM,,,40,,PJ,,6,,,,212B,E,213,1229,,,
PD202000177202,03/03/2020 07:30:34 PM,,,44,,PJ,,5,,,,613B,N,617,4353,,,
PD202000177203,03/03/2020 07:31:07 PM,,,43,,P,PROGRESS,4,,,,617B,N,615,,,,
PD202000177205,03/03/2020 07:32:24 PM,,,40,,TS,TERRY STOP,6,,,,2F75,E,213,1209,,,
PD202000177206,03/03/2020 07:33:15 PM,20200152668,,44,,P,PROGRESS,1,,,,726B,,,,,,
PD202000177207,03/03/2020 07:33:55 PM,,,43,,P,PROGRESS,4,,,,423B,C,425N,4031,,,
PD202000177209,03/03/2020 07:33:58 PM,,,43,,P,PROGRESS,6,,,,5D57,H,515K,9207,,,
PD202000177208,03/03/2020 07:33:58 PM,20200152623,,44,,R,REPORT,1,,,,811B,MT,811K,5705,,,
PD202000177211,03/03/2020 07:34:03 PM,,,43,,P,PROGRESS,4,,,,3782,C,413,4311,,,
PD202000177213,03/03/2020 07:34:22 PM,,,15,,P,PROGRESS,4,,,,2933,C,415,4163,,,
PD202000177214,03/03/2020 07:34:30 PM,,,43,,P,PROGRESS,4,,,,426B,C,423,4025,,,
PD202000177215,03/03/2020 07:34:52 PM,,,96,,,,15,,,,8F75,MT,831K,8501,,,
PD202000177217,03/03/2020 07:35:41 PM,,,44,,P,PROGRESS,11,,,,,H,513N,9011,,,
PD202000177218,03/03/2020 07:36:45 PM,,,96,,,,15,,,,823B,MT,815K,6709,,,
PD202000177219,03/03/2020 07:36:59 PM,,,43,,P,PROGRESS,4,,,,217B,E,213,1225,,,
PD202000177220,03/03/2020 07:37:21 PM,,,43,,P,PROGRESS,4,,,,824B,MT,821,6911,,,
PD202000177222,03/03/2020 07:37:49 PM,,,96,,,,12,,3400,LEBANON PKE,,521,521,9601,36.189,-86.628,POINT (-86.628 36.189)
PD202000177223,03/03/2020 07:37:51 PM,,,45,,P,PROGRESS,11,,,,834B,S,333,8863,,,
PD202000177224,03/03/2020 07:38:07 PM,,,75,,PJ,,6,,,,210B,E,211K,1109,,,
PD202000177225,03/03/2020 07:38:08 PM,,,43,,P,PROGRESS,6,,,,3F74,H,525,9607,,,
PD202000177226,03/03/2020 07:38:16 PM,,,92,,P,PROGRESS,6,,,,3952,N,611,4413,,,
PD202000177227,03/03/2020 07:38:50 PM,,,92,,P,PROGRESS,6,,,,215B,E,211,1119,,,
PD202000177228,03/03/2020 07:38:57 PM,,,87,,P,PROGRESS,4,,,,316B,S,315N,88122,,,
PD202000177229,03/03/2020 07:40:01 PM,,,40,,PV,,4,,5500,OHB,5F70,H,523,9557,,,
PD202000177231,03/03/2020 07:40:22 PM,,,93,,,,6,,,,832B,S,317,8415,,,
PD202000177232,03/03/2020 07:40:31 PM,,,63,,P,PROGRESS,11,,,,323B,S,325,8861,,,
PD202000177233,03/03/2020 07:40:38 PM,,,40,,PV,,9S,,,,111B,W,111K,4541,,,
PD202000177234,03/03/2020 07:40:44 PM,,,73,,P,PROGRESS,5,,,,3276,N,617,4353,,,
PD202000177236,03/03/2020 07:42:44 PM,,,93,,,,9T,,,,316B,H,531,8817,,,
PD202000177238,03/03/2020 07:42:52 PM,,,87,,P,PROGRESS,11,,,,,S,315K,88143,,,
PD202000177237,03/03/2020 07:42:52 PM,,,43,,P,PROGRESS,6,,,LEBANON PKE,,,521,9601,,,
PD202000177239,03/03/2020 07:42:56 PM,,,43,,PJ,,5,,,,723B,M,725K,2019,,,
PD202000177240,03/03/2020 07:43:00 PM,,,93,,,,6,,,,332B,S,331K,8755,,,
PD202000177241,03/03/2020 07:43:06 PM,,,45,,P,PROGRESS,6,,,,423B,C,425,,,,
PD202000177242,03/03/2020 07:43:34 PM,,,71,,A,ALARM,13A,,,,611B,N,611,,,,
PD202000177243,03/03/2020 07:44:11 PM,,,43,,P,PROGRESS,12,,,,834B,MT,835N,8651,,,
PD202000177244,03/03/2020 07:44:38 PM,,,93,,,,9T,,,,311B,S,311,8133,,,
PD202000177245,03/03/2020 07:44:44 PM,,,96,,,,12,,1900,BELMONT BLVD,8F77,,114Z,0,36.133,-86.796,POINT (-86.796 36.133)
PD202000177246,03/03/2020 07:46:59 PM,,,43,,P,PROGRESS,4,,,,8F75,MT,835,8651,,,
PD202000177247,03/03/2020 07:47:03 PM,,,44,,P,PROGRESS,4,,,,332B,S,335K,8927,,,
PD202000177248,03/03/2020 07:47:39 PM,,,45,,P,PROGRESS,11,,,ANDREW JACKSON PKWY,,,521,9511,36.188,-86.608,POINT (-86.608 36.188)
PD202000177249,03/03/2020 07:47:54 PM,,,96,,,,15,,,,4F83,C,425N,,,,
PD202000177250,03/03/2020 07:48:14 PM,,,87,,P,PROGRESS,5,,,,226B,E,225,1588,,,
PD202000177251,03/03/2020 07:49:02 PM,,,43,,P,PROGRESS,5,,4500,BROOKE VALLEY DR,3F76B,523,523,9539,,,
PD202000177252,03/03/2020 07:49:22 PM,,,71,,A,ALARM,11,,,,816B,MT,815N,6607,,,
PD202000177253,03/03/2020 07:49:47 PM,,,43,,P,PROGRESS,4,,,,217C,E,217K,1401,,,
PD202000177254,03/03/2020 07:50:30 PM,,,43,,P,PROGRESS,4,,5600,OLD HICKORY BLVD,5D55B,523,523,9557,,,
PD202000177255,03/03/2020 07:51:10 PM,,,93,,,,9T,,,HARDING PL,315B,,,,,,
PD202000177258,03/03/2020 07:51:59 PM,,,43,,P,PROGRESS,4,,500,HARDING PL,8F73,,,,,,
PD202000177259,03/03/2020 07:53:16 PM,,,43,,P,PROGRESS,4,,,,226C,E,213,1201,,,
PD202000177260,03/03/2020 07:53:26 PM,,,43,,P,PROGRESS,4,,,,,N,617N,4307,,,
PD202000177262,03/03/2020 07:53:42 PM,,,43,,P,PROGRESS,15,,,,421B,C,421,4093,,,
PD202000177265,03/03/2020 07:54:50 PM,,,83,,P,PROGRESS,5,,5000,BONNAWELL DR,554B,H,521,9601,36.196,-86.635,POINT (-86.635 36.196)
PD202000177266,03/03/2020 07:54:51 PM,,,92,,P,PROGRESS,4,,1000,28TH AV N,2933,,,,,,
PD202000177267,03/03/2020 07:55:08 PM,,,45,,P,PROGRESS,6,,,,515B,H,521,9511,,,
PD202000177268,03/03/2020 07:55:22 PM,,,96,,,,12,,,,2F75,E,213K,1205,,,
PD202000177269,03/03/2020 07:55:52 PM,,,93,,,,9T,,,,8T81,MT,823,7014,,,
PD202000177270,03/03/2020 07:57:36 PM,,,43,,P,PROGRESS,4,,,,3F76B,H,533,8991,,,
PD202000177271,03/03/2020 07:57:41 PM,,,71,,A,ALARM,12,,,,213B,E,211,1019,,,
PD202000177272,03/03/2020 07:57:55 PM,,,43,,P,PROGRESS,4,,,,216C,E,,,,,
PD202000177273,03/03/2020 07:58:04 PM,,,43,,P,PROGRESS,4,,,,226C,E,213,1209,,,
PD202000177274,03/03/2020 07:58:09 PM,,,96,,,,12,,,,222C,E,221N,1909,,,
PD202000177275,03/03/2020 07:58:18 PM,,,43,,P,PROGRESS,12,,,,111B,W,111,4607,,,
PD202000177276,03/03/2020 07:58:48 PM,,,96,,,,12,,6900,CHARLOTTE PKE,121B,,136Z,0,36.13,-86.901,POINT (-86.901 36.13)
PD202000177277,03/03/2020 07:59:13 PM,,,96,,,,12,,,,5264,N,611K,4499,,,
PD202000177279,03/03/2020 07:59:17 PM,,,43,,P,PROGRESS,4,,,SPRING ST,227C,,,,,,
PD202000177278,03/03/2020 07:59:17 PM,,,43,,P,PROGRESS,4,,,,211C,E,213,1225,,,
PD202000177280,03/03/2020 08:00:07 PM,,,70,,A,ALARM,11,,,,816B,MT,815,,,,
PD202000177282,03/03/2020 08:00:55 PM,20200152571,,43,,PV,,1,,,,616B,,,,,,
PD202000177284,03/03/2020 08:01:19 PM,,,50,,P,PROGRESS,5,,,,338B,S,333N,8863,,,
PD202000177285,03/03/2020 08:01:23 PM,,,45,,P,PROGRESS,6,,,,316B,S,315,88122,,,
PD202000177286,03/03/2020 08:01:31 PM,,,43,,P,PROGRESS,4,,,,3F72,H,515,9211,,,
PD202000177287,03/03/2020 08:01:35 PM,,,45,,P,PROGRESS,6,,,,620B,N,623,3103,,,
PD202000177288,03/03/2020 08:02:06 PM,,,71,,A,ALARM,12,,,,115B,W,115,4617,,,
PD202000177289,03/03/2020 08:02:22 PM,,,43,,P,PROGRESS,4,,1500,PORTER RD,214B,,212X,0,36.193,-86.727,POINT (-86.727 36.193)
PD202000177290,03/03/2020 08:02:39 PM,,,43,,P,PROGRESS,4,,,,221C,E,221,1979,,,
PD202000177292,03/03/2020 08:03:10 PM,,,43,,P,PROGRESS,4,,,,224C,E,227,1937,,,
PD202000177293,03/03/2020 08:03:31 PM,,,93,,,,9T,,,,313B,S,313K,8315,,,
PD202000177296,03/03/2020 08:04:11 PM,,,70,,A,ALARM,12,,,,117B,W,117,6001,,,
PD202000177298,03/03/2020 08:04:30 PM,,,43,,P,PROGRESS,4,,,,212C,E,213,1201,,,
PD202000177299,03/03/2020 08:05:21 PM,,,43,,PV,,4,,,,2F77,E,213,1221,,,
PD202000177300,03/03/2020 08:05:36 PM,20200152697,,83,,P,PROGRESS,6,,,,554B,,,,,,
PD202000177301,03/03/2020 08:06:03 PM,,,46,,P,PROGRESS,11,,100,PLUM NELLY CIR,804,,,,,,
PD202000177303,03/03/2020 08:07:00 PM,,,43,,P,PROGRESS,11,,,,214C,E,213,1253,,,
PD202000177304,03/03/2020 08:07:07 PM,,,44,,P,PROGRESS,6,,,,336B,S,321,8713,,,
PD202000177305,03/03/2020 08:07:35 PM,,,96,,,,15,,200,SHELBY AV,413B,,,,,,
PD202000177306,03/03/2020 08:08:15 PM,,,43,,A,ALARM,6,,,,613B,N,611K,4425,,,
PD202000177307,03/03/2020 08:08:19 PM,,,15,,P,PROGRESS,15,,,,221C,E,221,1979,,,
PD202000177308,03/03/2020 08:08:22 PM,,,43,,P,PROGRESS,4,,,,222C,E,227,1925,,,
PD202000177309,03/03/2020 08:08:29 PM,,,43,,P,PROGRESS,4,,,,225C,E,213,1225,,,
PD202000177311,03/03/2020 08:08:47 PM,,,43,,P,PROGRESS,4,,,,217C,E,213,1131,,,
PD202000177313,03/03/2020 08:09:51 PM,,,43,,P,PROGRESS,4,,,,216B,E,211N,1023,,,
PD202000177315,03/03/2020 08:10:03 PM,,,43,,P,PROGRESS,6,,,,813B,MT,813N,5503,,,
PD202000177314,03/03/2020 08:10:03 PM,,,43,,P,PROGRESS,4,,,,835B,MT,835N,8651,,,
PD202000177317,03/03/2020 08:10:30 PM,,,43,,P,PROGRESS,4,,,,214C,E,211,1029,,,
PD202000177319,03/03/2020 08:10:51 PM,,,83,,P,PROGRESS,11,,,,821B,MT,833,8611,,,
PD202000177320,03/03/2020 08:11:18 PM,,,44,,P,PROGRESS,9S,,,,617B,N,617N,4341,,,
PD202000177321,03/03/2020 08:11:28 PM,,,43,,A,ALARM,13,,,,314B,S,333N,8865,,,
PD202000177322,03/03/2020 08:12:23 PM,,,96,,,,12,,,,121B,W,121N,4901,,,
PD202000177323,03/03/2020 08:12:45 PM,,,43,,P,PROGRESS,4,,,,226C,E,213,1129,,,
PD202000177324,03/03/2020 08:13:00 PM,,,43,,P,PROGRESS,4,,,,216C,E,217,,,,
PD202000177325,03/03/2020 08:13:08 PM,,,96,,,,15,,,,,H,515,9319,,,
PD202000177326,03/03/2020 08:13:09 PM,,,43,,P,PROGRESS,4,,,,224C,E,227,1941,,,
PD202000177327,03/03/2020 08:13:15 PM,,,43,,P,PROGRESS,10,,100,,3F75,H,523,9537,36.208,-86.591,POINT (-86.591 36.208)
PD202000177328,03/03/2020 08:13:19 PM,,,92,,P,PROGRESS,4,,,,,N,617,4303,,,
PD202000177330,03/03/2020 08:13:20 PM,,,96,,,,15,,,,4F82,C,425N,,,,
PD202000177329,03/03/2020 08:13:20 PM,,,3,,,,4,,,,545B,H,513N,8217,,,
PD202000177331,03/03/2020 08:13:31 PM,,,93,,,,9T,,,,311B,S,311,8137,,,
PD202000177332,03/03/2020 08:13:41 PM,,,96,,,,11,,,,121B,W,121N,4901,,,
PD202000177334,03/03/2020 08:14:10 PM,,,43,,P,PROGRESS,4,,,,6F81,N,611,4427,,,
PD202000177335,03/03/2020 08:14:14 PM,,,43,,P,PROGRESS,4,,5500,OLD HICKORY BLVD,5D55B,523,523,9557,,,
PD202000177336,03/03/2020 08:14:41 PM,,,40,,P,PROGRESS,5,,,,3274,N,617,4307,,,
PD202000177338,03/03/2020 08:16:29 PM,,,40,,TS,TERRY STOP,9S,,,,421B,C,421,,,,
PD202000177339,03/03/2020 08:17:06 PM,,,96,,,,12,,,,121B,W,121N,4901,,,
PD202000177340,03/03/2020 08:17:50 PM,,,43,,P,PROGRESS,4,,,,224C,E,227K,1943,,,
PD202000177341,03/03/2020 08:18:05 PM,,,96,,,,4C,,,,7F76,CW,725K,2041,,,
PD202000177342,03/03/2020 08:19:04 PM,,,40,,P,PROGRESS,5,,,,226B,E,227K,1999,,,
PD202000177346,03/03/2020 08:20:20 PM,,,40,,PV,,9S,,100,ANTIOCH PKE,313B,,311S,0,36.101,-86.728,POINT (-86.728 36.101)
PD202000177347,03/03/2020 08:21:01 PM,,,96,,,,15,,600,LAFAYETTE ST,4F82,,,,,,
PD202000177348,03/03/2020 08:21:11 PM,,,70,,A,ALARM,11,,,,213B,E,211,1049,,,
PD202000177349,03/03/2020 08:21:53 PM,20200152819,,40,,R,REPORT,1,,,,121B,W,121,4903,,,
PD202000177351,03/03/2020 08:22:14 PM,,,93,,,,6T,,300,HARDING PL,317B,,,0,,,
PD202000177352,03/03/2020 08:22:41 PM,,,43,,P,PROGRESS,15,,,,217C,E,227K,1939,,,
PD202000177356,03/03/2020 08:23:42 PM,,,43,,P,PROGRESS,11,,,,411B,C,413,4231,,,
PD202000177357,03/03/2020 08:23:57 PM,,,43,,P,PROGRESS,12,,,,7F71,M,711,1519,,,
PD202000177359,03/03/2020 08:24:13 PM,,,50,,TV,,5,,,,5F75,H,517K,9411,,,
PD202000177360,03/03/2020 08:25:25 PM,,,44,,P,PROGRESS,6,,,,223B,E,225K,1807,,,
PD202000177362,03/03/2020 08:26:15 PM,,,43,,P,PROGRESS,4,,,,222C,E,227,1941,,,
PD202000177363,03/03/2020 08:26:15 PM,,,43,,P,PROGRESS,4,,,,223C,E,213,1209,,,
PD202000177365,03/03/2020 08:26:19 PM,,,96,,,,15,,,,321B,S,321K,8707,,,
PD202000177366,03/03/2020 08:26:28 PM,,,62,,P,PROGRESS,5,,,,313B,S,313N,8427,,,
PD202000177367,03/03/2020 08:26:29 PM,,,43,,P,PROGRESS,4,,,,3277,N,611K,4425,,,
PD202000177368,03/03/2020 08:26:51 PM,,,43,,P,PROGRESS,6,,,,115B,W,115,,,,
PD202000177369,03/03/2020 08:27:02 PM,,,43,,P,PROGRESS,4,,,,224C,E,227,1925,,,
PD202000177370,03/03/2020 08:27:13 PM,,,96,,,,12,,,,5532,E,227K,1997,,,
PD202000177371,03/03/2020 08:28:07 PM,,,43,,P,PROGRESS,11,,,,213B,E,213K,1131,,,
PD202000177372,03/03/2020 08:28:17 PM,,,44,,P,PROGRESS,6,,,,330B,S,335,8977,,,
PD202000177374,03/03/2020 08:28:59 PM,,,44,,P,PROGRESS,11,,5500,CENTENNIAL BLVD,,,131Z,0,36.165,-86.854,POINT (-86.854 36.165)
PD202000177375,03/03/2020 08:29:04 PM,,,83,,P,PROGRESS,5,,,,610B,N,617,4227,,,
PD202000177378,03/03/2020 08:29:29 PM,,,43,,P,PROGRESS,4,,,,217C,E,213,1129,,,
PD202000177379,03/03/2020 08:29:59 PM,,,43,,P,PROGRESS,5W,,,,121B,W,121,4903,,,
PD202000177382,03/03/2020 08:30:20 PM,,,96,,,,12,,,,5273,N,611,4403,,,
PD202000177383,03/03/2020 08:31:34 PM,,,45,,P,PROGRESS,1,,,,623B,N,625,3117,,,
PD202000177386,03/03/2020 08:32:05 PM,,,96,,,,12,,,,8F77,MT,823K,6505,,,
PD202000177387,03/03/2020 08:32:39 PM,,,96,,,,12,,,,224C,E,221N,1909,,,
PD202000177388,03/03/2020 08:32:47 PM,,,43,,P,PROGRESS,6,,,,5D50,H,517,9403,,,
PD202000177389,03/03/2020 08:33:22 PM,,,43,,P,PROGRESS,11,,1300,HERMITAGE PARK DR,825B,H,523,9543,36.167,-86.598,POINT (-86.598 36.167)
PD202000177390,03/03/2020 08:33:30 PM,,,43,,P,PROGRESS,4,,5500,OLD HICKORY BLVD,525C,523,523,9557,,,
PD202000177391,03/03/2020 08:33:35 PM,,,43,,P,PROGRESS,4,,,,226C,E,213,1207,,,
PD202000177392,03/03/2020 08:33:47 PM,,,96,,,,15,,,,224C,E,221N,1909,,,
PD202000177394,03/03/2020 08:34:18 PM,,,43,,P,PROGRESS,4,,,,227C,E,227,1997,,,
PD202000177395,03/03/2020 08:34:41 PM,,,71,,A,ALARM,11,,,,804,MT,813,,,,
PD202000177396,03/03/2020 08:35:16 PM,,,96,,,,15,,7600,HWY 70 S,127B,,137W,0,36.081,-86.956,POINT (-86.956 36.081)
PD202000177397,03/03/2020 08:35:43 PM,,,44,,P,PROGRESS,6,,,,832B,S,317,8445,,,
PD202000177398,03/03/2020 08:35:48 PM,,,96,,,,4,,3100,LEBANON PKE,532C,,,,,,
PD202000177399,03/03/2020 08:35:59 PM,,,3,,,,4,,,,3C63,MT,815,5902,,,
PD202000177400,03/03/2020 08:36:18 PM,,,96,,,,12,,,,5D58,H,517N,9403,,,
PD202000177401,03/03/2020 08:36:24 PM,,,43,,P,PROGRESS,4,,,,211C,E,213,1225,,,
PD202000177402,03/03/2020 08:36:37 PM,,,65,,P,PROGRESS,6,,,,217B,E,217,1447,,,
PD202000177403,03/03/2020 08:36:40 PM,,,43,,P,PROGRESS,4,,,,122B,W,125K,4815,,,
PD202000177405,03/03/2020 08:37:23 PM,20200152807,,50,,P,PROGRESS,11,,,,111B,,,,,,
PD202000177409,03/03/2020 08:39:20 PM,,,87,,P,PROGRESS,4,,,VALLEY GROVE DR,554B,,523,9539,36.194,-86.623,POINT (-86.623 36.194)
PD202000177410,03/03/2020 08:39:23 PM,,,43,,P,PROGRESS,12,,,,317C,,,,,,
PD202000177411,03/03/2020 08:39:31 PM,,,3,,,,4,,,,225B,E,227N,,,,
PD202000177412,03/03/2020 08:39:55 PM,,,96,,,,12,,3700,FRANKLIN PKE,8F77,,116Z,0,36.107,-86.773,POINT (-86.773 36.107)
PD202000177413,03/03/2020 08:40:09 PM,,,43,,P,PROGRESS,4,,,BRIARVILLE RD,7F74,,723,1799,,,
PD202000177414,03/03/2020 08:40:16 PM,,,43,,P,PROGRESS,11,,,,826B,MT,813,5625,,,
PD202000177415,03/03/2020 08:41:27 PM,,,44,,P,PROGRESS,6,,100,POWELL PL,830B,,312Y,0,36.107,-86.765,POINT (-86.765 36.107)
PD202000177416,03/03/2020 08:42:10 PM,,,96,,,,15,,100,INTERSTATE DR,426B,,436Y,0,36.171,-86.769,POINT (-86.769 36.171)
PD202000177417,03/03/2020 08:42:23 PM,,,43,,PM,,6,,500,DONELSON PKE,3F72,,331Y,0,36.148,-86.666,POINT (-86.666 36.148)
PD202000177418,03/03/2020 08:42:39 PM,,,40,,PV,,6,,,,2F72,E,227,1939,,,
PD202000177419,03/03/2020 08:43:04 PM,,,70,,A,ALARM,6,,,,317B,S,313K,8323,,,
PD202000177420,03/03/2020 08:43:46 PM,,,43,,P,PROGRESS,4,,,,216C,E,217,,,,
PD202000177421,03/03/2020 08:43:59 PM,20200152820,,57,,R,REPORT,11,,,,421B,,,,,,
PD202000177422,03/03/2020 08:44:21 PM,,,96,,,,4,,100,MCGAVOCK PKE,5D57,,332U,0,36.171,-86.68,POINT (-86.68 36.171)
PD202000177423,03/03/2020 08:44:32 PM,,,43,,P,PROGRESS,4,,,,617B,N,617K,4325,,,
PD202000177424,03/03/2020 08:45:22 PM,,,93,,,,6T,,,,7F75,M,723,,,,
PD202000177425,03/03/2020 08:45:53 PM,,,43,,A,ALARM,11,,,,,N,611K,4425,,,
PD202000177426,03/03/2020 08:46:34 PM,,,93,,,,9T,,,,7F71,M,725,2025,,,
PD202000177427,03/03/2020 08:47:13 PM,,,43,,P,PROGRESS,4,,5500,OLD HICKORY BLVD,525C,H,521,9561,36.181,-86.607,POINT (-86.607 36.181)
PD202000177428,03/03/2020 08:47:15 PM,,,43,,P,PROGRESS,15,,,,214C,E,213,1031,,,
PD202000177429,03/03/2020 08:47:29 PM,,,43,,P,PROGRESS,4,,,,217C,E,227,1915,,,
PD202000177431,03/03/2020 08:48:27 PM,,,96,,,,15,,,,532C,H,517N,9403,,,
PD202000177432,03/03/2020 08:49:04 PM,,,93,,,,9,,,,8F74,S,317,8419,,,
PD202000177434,03/03/2020 08:49:16 PM,,,43,,P,PROGRESS,9,,,,4F82,C,421Q,4093,,,
PD202000177435,03/03/2020 08:49:20 PM,,,44,,P,PROGRESS,4,,2100,GALLATIN PKE N,727B,M,727,1731,,,
PD202000177436,03/03/2020 08:49:37 PM,,,92,,P,PROGRESS,4,,,,,N,617,4303,,,
PD202000177437,03/03/2020 08:50:07 PM,,,93,,,,9T,,,,335B,S,323,,,,
PD202000177439,03/03/2020 08:50:40 PM,,,43,,PM,,4,,,,336B,S,333N,8863,,,
PD202000177440,03/03/2020 08:51:04 PM,,,96,,,,12,,,,5264,E,227,,,,
PD202000177441,03/03/2020 08:51:06 PM,,,92,,P,PROGRESS,4,,400,DUE WEST AV W,722B,723,723,1799,36.249,-86.729,POINT (-86.729 36.249)
PD202000177442,03/03/2020 08:51:50 PM,,,93,,,,9,,100,POWELL PL,826B,,312Y,0,36.107,-86.765,POINT (-86.765 36.107)
PD202000177443,03/03/2020 08:51:56 PM,,,93,,,,9,,,,821B,MT,825V,8525,,,
PD202000177444,03/03/2020 08:51:58 PM,,,35,,P,PROGRESS,11,,,,,S,315K,8811,,,
PD202000177445,03/03/2020 08:52:18 PM,,,87,,P,PROGRESS,6,,,,215B,H,511K,1006,,,
PD202000177446,03/03/2020 08:52:29 PM,,,44,,P,PROGRESS,15,,800,MURFREESBORO PKE,545B,,,,,,
PD202000177447,03/03/2020 08:52:30 PM,,,93,,,,9T,,,,8T81,MT,815N,6501,,,
PD202000177448,03/03/2020 08:52:35 PM,,,96,,,,15,,100,INTERSTATE DR,413B,,436Y,0,36.171,-86.769,POINT (-86.769 36.171)
PD202000177449,03/03/2020 08:52:38 PM,,,92,,P,PROGRESS,4,,3900,LEBANON PKE,535C,521,521,9531,36.194,-86.623,POINT (-86.623 36.194)
